timestamp,requests,memory,threads,cpu,anomaly
2026-03-22 21:58:34.851,0.03207,17929283.0,23.0,0.0,0
2026-03-22 21:58:36.718,0.01645,17929283.0,23.0,0.0,0
2026-03-22 21:58:49.851,0.01904,18279362.0,23.0,0.0024700816234077,0
2026-03-22 21:58:51.718,0.0428,18279362.0,23.0,0.0024700816234077,0
2026-03-22 21:59:04.851,0.03969,18301779.0,23.0,0.0207341992922403,0
2026-03-22 21:59:06.718,0.04456,18301779.0,23.0,0.0207341992922403,0
2026-03-22 21:59:19.851,0.02392,18325549.0,23.0,0.0096069296200795,0
2026-03-22 21:59:21.718,0.04386,18325549.0,23.0,0.0096069296200795,0
2026-03-22 21:59:34.851,0.04289,18609491.0,23.0,0.0033353007939725,0
2026-03-22 21:59:36.718,0.04973,18609491.0,23.0,0.0033353007939725,0
2026-03-22 21:59:49.851,0.02043,18618403.0,23.0,0.0018904476107284,0
2026-03-22 21:59:51.718,0.04522,18618403.0,23.0,0.0018904476107284,0
2026-03-22 22:00:04.851,0.0444,18624905.0,23.0,0.0039451215008166,0
2026-03-22 22:00:06.718,0.04364,18624905.0,23.0,0.0039451215008166,0
2026-03-22 22:00:19.851,0.02377,18904213.0,23.0,0.002140170611153,0
2026-03-22 22:00:21.718,0.04733,18904213.0,23.0,0.002140170611153,0
2026-03-22 22:00:34.851,0.01986,18916549.0,23.0,0.0024456683970898,0
2026-03-22 22:00:36.718,0.04584,18916549.0,23.0,0.0024456683970898,0
2026-03-22 22:00:49.851,0.0144,18923629.0,23.0,0.0017512245727044,0
2026-03-22 22:00:51.718,0.04221,18923629.0,23.0,0.0017512245727044,0
2026-03-22 22:01:04.851,0.04353,19200044.0,23.0,0.0029195415022322,0
2026-03-22 22:01:06.718,0.03494,19200044.0,23.0,0.0029195415022322,0
2026-03-22 22:01:19.851,0.0325,19209502.0,23.0,0.0022513001308696,0
2026-03-22 22:01:21.718,0.04825,19209502.0,23.0,0.0022513001308696,0
2026-03-22 22:01:34.851,0.02529,19224882.0,23.0,0.0020290393607639,0
2026-03-22 22:01:36.718,0.0276,19224882.0,23.0,0.0020290393607639,0
2026-03-22 22:01:49.851,0.01904,19228716.0,23.0,0.0021942978766277,0
2026-03-22 22:01:51.718,0.03549,19228716.0,23.0,0.0021942978766277,0
2026-03-22 22:02:04.851,0.0242,19493965.0,23.0,0.0032809137529727,0
2026-03-22 22:02:06.718,0.03477,19493965.0,23.0,0.0032809137529727,0
2026-03-22 22:02:19.851,0.04255,19506366.0,23.0,0.0018896877185822,0
2026-03-22 22:02:21.718,0.03495,19506366.0,23.0,0.0018896877185822,0
2026-03-22 22:02:34.851,0.04031,19525254.0,23.0,0.0024182058178241,0
2026-03-22 22:02:36.718,0.029,19525254.0,23.0,0.0024182058178241,0
2026-03-22 22:02:49.851,0.03166,19789955.0,23.0,0.0020566497926386,0
2026-03-22 22:02:51.718,0.03884,19789955.0,23.0,0.0020566497926386,0
2026-03-22 22:03:04.851,0.03392,19800740.0,23.0,0.0022519677873676,0
2026-03-22 22:03:06.718,0.01234,19800740.0,23.0,0.0022519677873676,0
2026-03-22 22:03:19.851,0.03629,19802248.0,23.0,0.002500964741764,0
2026-03-22 22:03:21.718,0.02904,19802248.0,23.0,0.002500964741764,0
2026-03-22 22:03:34.851,0.03961,19808087.0,23.0,0.0024439492149643,0
2026-03-22 22:03:36.718,0.02359,19808087.0,23.0,0.0024439492149643,0
2026-03-22 22:03:49.851,0.01749,20072933.0,23.0,0.0018897799525479,0
2026-03-22 22:03:51.718,0.0293,20072933.0,23.0,0.0018897799525479,0
2026-03-22 22:04:04.851,0.04037,20076654.0,23.0,0.0033574769013216,0
2026-03-22 22:04:06.718,0.03587,20076654.0,23.0,0.0033574769013216,0
2026-03-22 22:04:19.851,0.03082,20086882.0,23.0,0.0020283009611898,0
2026-03-22 22:04:21.718,0.03988,20086882.0,23.0,0.0020283009611898,0
2026-03-22 22:04:34.851,0.02989,20092412.0,23.0,0.0024998912342287,0
2026-03-22 22:04:36.718,0.02081,20092412.0,23.0,0.0024998912342287,0
2026-03-22 22:04:49.851,0.01477,20359569.0,23.0,0.0016953916712971,0
2026-03-22 22:04:51.718,0.0383,20359569.0,23.0,0.0016953916712971,0
2026-03-22 22:05:04.851,0.04423,20373786.0,23.0,0.0032222629620018,0
2026-03-22 22:05:06.718,0.03093,20373786.0,23.0,0.0032222629620018,0
2026-03-22 22:05:19.851,0.04418,20374624.0,23.0,0.0018902615347403,0
2026-03-22 22:05:21.718,0.0251,20374624.0,23.0,0.0018902615347403,0
2026-03-22 22:05:34.851,0.01948,20379252.0,23.0,0.00233411318776,0
2026-03-22 22:05:36.718,0.0143,20379252.0,23.0,0.00233411318776,0
2026-03-22 22:05:49.851,0.01017,20646329.0,23.0,0.0021669641985535,0
2026-03-22 22:05:51.718,0.02332,20646329.0,23.0,0.0021669641985535,0
2026-03-22 22:06:04.851,0.03252,20657138.0,23.0,0.0029742093007025,0
2026-03-22 22:06:06.718,0.01096,20657138.0,23.0,0.0029742093007025,0
2026-03-22 22:06:19.851,0.03984,20664485.0,23.0,0.0017783719524147,0
2026-03-22 22:06:21.718,0.02271,20664485.0,23.0,0.0017783719524147,0
2026-03-22 22:06:34.851,0.04589,20674461.0,23.0,0.002614210027937,0
2026-03-22 22:06:36.718,0.01528,20674461.0,23.0,0.002614210027937,0
2026-03-22 22:06:49.851,0.02589,20937297.0,23.0,0.0021674669779004,0
2026-03-22 22:06:51.718,0.03285,20937297.0,23.0,0.0021674669779004,0
2026-03-22 22:07:04.851,0.02272,20938261.0,23.0,0.0031409660788569,0
2026-03-22 22:07:06.718,0.04333,20938261.0,23.0,0.0031409660788569,0
2026-03-22 22:07:19.851,0.04565,20944946.0,23.0,0.0023620404237804,0
2026-03-22 22:07:21.718,0.04478,20944946.0,23.0,0.0023620404237804,0
2026-03-22 22:07:34.851,0.03854,20947992.0,23.0,0.0025574469917109,0
2026-03-22 22:07:36.718,0.04774,20947992.0,23.0,0.0025574469917109,0
2026-03-22 22:07:49.851,0.04871,21212976.0,23.0,0.0021116322227068,0
2026-03-22 22:07:51.718,0.02496,21212976.0,23.0,0.0021116322227068,0
2026-03-22 22:08:04.851,0.03996,21216685.0,23.0,0.0029184485225778,0
2026-03-22 22:08:06.718,0.03882,21216685.0,23.0,0.0029184485225778,0
2026-03-22 22:08:19.851,0.04306,21219259.0,23.0,0.0017509094977953,0
2026-03-22 22:08:21.718,0.01087,21219259.0,23.0,0.0017509094977953,0
2026-03-22 22:08:34.851,0.03789,21486336.0,23.0,0.002251039682296,0
2026-03-22 22:08:36.718,0.03535,21486336.0,23.0,0.002251039682296,0
2026-03-22 22:08:49.851,0.04012,21497269.0,23.0,0.002083890372201,0
2026-03-22 22:08:51.718,0.04414,21497269.0,23.0,0.002083890372201,0
2026-03-22 22:09:04.851,0.03682,21501492.0,23.0,0.0032534318501864,0
2026-03-22 22:09:06.718,0.04607,21501492.0,23.0,0.0032534318501864,0
